Track,AlbumName,Artist,ReleaseDate,ISRC,AllTimeRank,TrackScore,SpotifyStreams,SpotifyPlaylistCount,SpotifyPlaylistReach,SpotifyPopularity,YouTubeViews,YouTubeLikes,TikTokPosts,TikTokLikes,TikTokViews
Trance (with Travis Scott & Young Thug),HEROES & VILLAINS,Metro Boomin,12/2/2022,USUG12208787,429,74.4,"637,325,281","142,076","31,958,929",79,"25,776,208","246,133","12,122","7,811,781","58,477,615"
Rock and A Hard Place,Rock and A Hard Place,Bailey Zimmerman,6/10/2022,USWB12201797,430,74.4,"412,845,771","59,749","11,166,198",73,"215,094,924","1,522,549","203,904","80,427,947","777,869,891"
obsessed,GUTS (spilled),Olivia Rodrigo,3/22/2024,USUG12305564,428,74.4,"129,968,407","6,621","69,045,774",,"16,165,402","604,952",,,
Eyes Closed,Eyes Closed,Imagine Dragons,4/3/2024,USUM72402448,431,74.2,"51,224,852","5,159","33,795,310",,"30,060,301","670,497",,,
Wanna Be,Wanna Be (Alternate Versions),GloRilla,4/3/2024,USUM72403374,433,74.1,"66,836,198","4,228","57,383,746",77,"43,174,948","552,134",,,
Don't Let Me Down,Pop Party,The Chainsmokers,1/1/2016,USQX91600011,432,74.1,"1,888,829,482","206,507","80,884,955",76,"2,813,990,127","18,577,555","1,564,955","439,675,389","6,097,870,496"
DDU-DU DDU-DU,SQUARE UP,BLACKPINK,6/15/2018,KRA401800096,434,74,"701,726,499","51,129","14,859,569",65,"3,435,321,800","41,630,558","798,667","73,741,892","683,794,564"
telepatï¿½,Sin Miedo (del Amor y Otros Demonios) ï¿½,Kali Uchis,11/18/2020,GBUM72005748,435,73.9,"1,151,629,030","201,783","55,679,157",77,"456,651,608","6,111,089","1,448,920","467,181,048","3,401,301,248"
Wake Me Up,TRUE,Avicii,1/1/2013,SEUM71301326,436,73.7,"2,325,017,580","347,004","112,575,684",81,"3,214,634,614","17,924,466","349,966","33,433,988","360,378,218"
Overdrive (feat. Norma Jean Martine),Overdrive (feat. Norma Jean Martine),Ofenbach,10/6/2023,FR9W12347222,437,73.6,"232,417,498","20,983","96,389,865",80,"59,799,293","367,721","38,115","1,152,032","61,820,477"
Chulo pt.2,Chulopt2,Bad Gyal,6/22/2023,USUM72305143,438,73.6,"318,567,928","42,351","29,908,589",69,"313,180,496","1,792,729","263,600","102,425,830","797,526,303"
All Girls Are The Same,All Girls Are The Same,Juice WRLD,4/13/2018,USUG11800651,439,73.5,"1,615,353,665","219,797","40,289,611",76,"130,721,152","1,378,012","329,183","40,216,565","294,545,167"
Push Up - Main Edit,Push Up - Single,Creeds,3/31/2023,DEE862300564,441,73.4,"274,229,438","81,319","88,956,153",77,"22,545,691","353,908","2,001,804","84,624,881","1,182,280,724"
Kings & Queens,Kings & Queens,Ava Max,3/12/2020,USAT21906943,440,73.4,"955,439,608","130,031","24,897,061",73,"627,987,518","6,208,902","2,483,437","192,674,077","2,036,664,297"
Adore You,Adore You,Harry Styles,12/6/2019,USSM11912588,442,73.2,"1,670,164,200","171,120","93,127,826",78,"721,445,001","8,290,855","381,926","125,662,413","805,399,161"
HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,Travis Scott,10/4/2019,USSM11904276,443,73.2,"1,625,149,693","304,394","58,905,241",78,"925,241,514","9,308,268","164,816","74,049,746","713,021,988"
UNAVAILABLE (feat. Musa Keys),Timeless,Davido,3/30/2023,GBARL2300322,444,73.2,"155,390,490","51,032","16,505,336",68,"135,400,007","1,021,624","1,871,311","80,258,156","1,043,240,094"
Million Dollar Baby (Vhs),Million Dollar Baby - Single,Tommy Richman,4/26/2024,QM24S2402634,445,73.1,"48,720,820","5,049","856,394",2,,,,,
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",Taki Taki,DJ Snake,9/28/2018,USUG11802029,446,73,"1,570,233,605","37,830","10,568,342",65,"2,737,562,687","21,758,603",,"2,454,022","40,964,161"
"Chaleya (From ""Jawan"")","Chaleya (From ""Jawan"")",Anirudh Ravichander,8/14/2023,INS182302348,447,73,"334,578,317","18,958","16,311,735",70,"396,928,355","3,264,045",,,
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Jung Kook,11/20/2022,QZNMY2232113,448,73,"419,016,792","24,878","16,888,060",42,"299,024,405","6,706,233","3,400,000","417,635,777","5,766,443,841"
ADIVINO,ADIVINO - Single,Myke Towers,4/25/2024,USWL12401327,449,72.9,"118,631,919","11,425","115,304,111",84,"6,595,595","105,964",,,
THE BOX MEDLEY FUNK 2,THE BOX MEDLEY FUNK 2,THE BOX,4/18/2024,BKF5C2400003,450,72.8,"51,390,127","3,010","33,303,786",78,"72,074,397","726,118",,,
Cruel Summer,Lover,Taylor Swift,8/23/2019,USUG11901472,451,72.8,"2,188,247,133","121,479","201,964,859",88,"342,388,433","2,291,619","3,233,521","465,904,062","4,967,025,679"
No Me Queda Mï¿½ï¿½s (Remasterizado 2024/30th Annivers,Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,3/22/2024,USUM72402906,452,72.7,"171,242,868",15,"78,253",,,,,,
Breathe,2093,Yeat,2/16/2024,USUM72401623,453,72.7,"131,100,973","16,735","42,444,393",,"4,756,180","146,148",,,
Unforgettable,EPIC AF,French Montana,1/1/2017,USSM11703478,454,72.6,"2,065,697,126","275,044","91,691,537",82,"2,173,793,028","11,604,315","133,949","68,712,610","631,867,114"
EASY,EASY,LE SSERAFIM,2/19/2024,USA2P2402101,455,72.4,"141,803,939","7,192","20,908,017",78,"139,498,636","1,771,124",,"12,990,521","80,625,682"
"Peso Pluma: Bzrp Music Sessions, Vol. 55","Peso Pluma: Bzrp Music Sessions, Vol. 55 - Single",Bizarrap,5/31/2023,UYB282301034,456,72.2,"434,019,386","47,202","14,298,402",70,"350,630,590","4,153,653",,,
Faded,Faded,Benjamin Richter,7/28/2017,DEE861701287,458,72,"120,162",24,"5,642",,"4,542,997,940","34,925,612",43,"3,192","38,402"
Lose My Breath (Feat. Charlie Puth),Lose My Breath,Stray Kids,5/10/2024,US5TA2400074,457,72,"29,994,527","1,665","25,533,535",57,"39,678,645","1,520,092","38,704","1,533,045","5,347,400"
ýýýýýýýýýý ýýýýýýýýýýýý,ýýýýýýýýýý ýýýýýýýýýýýý,ALEX&RUS,7/3/2019,QM6N21999015,460,71.9,"52,830,200","14,893","1,344,212",41,"263,688,786","1,760,965","19,100,000","295,333,807","5,821,447,553"
Move,Move - Single,Adam Port,6/7/2024,DEEC33501508,459,71.9,"5,917,083","1,348","19,711,644",67,"1,541,922","39,879","21,800","4,700,915","53,279,473"
F.N,F.N,Lil Tjay,8/9/2019,USSM11904899,461,71.7,"731,933,924","186,835","18,420,557",70,"534,384,489","4,951,977","393,517","18,913,500","173,278,256"
Say You Won't Let Go,Say You Won't Let Go,James Arthur,9/9/2016,DEE861600586,462,71.5,"2,830,962,669","233,504","128,647,419",82,"2,083,619,058","11,898,213","1,750,319","96,711,415","792,720,612"
Blank Space,1989 (Deluxe),Taylor Swift,1/1/2014,USCJY1431309,463,71.5,"1,829,733,410","157,465","49,558,504",76,"3,624,778,617","16,916,871","104,685","38,075,232","346,032,878"
Girls Like You,Red Pill Blues (Deluxe),Maroon 5,11/3/2017,USUM71710831,464,71.4,"399,689,964","43,481","8,855,966",63,"3,623,407,739","21,725,999",597,"589,841","6,559,308"
HUMBLE.,HUMBLE.,Kendrick Lamar,3/31/2017,USUM71703085,466,71.4,"2,226,869,580","311,766","77,191,099",80,"1,281,355,260","11,551,257","1,180,701","90,304,316","769,720,113"
Forget Me,Forget Me,Lewis Capaldi,9/9/2022,DEUM72204717,465,71.4,"343,556,188","53,783","14,916,823",69,"78,559,130","611,379","30,806","18,533,179","268,283,723"
Sabka Malik Ek,Sabka Malik Ek,Dada Black Sheep,8/12/2022,FR9W12228852,467,71.3,"2,754",22,441,,"1,197,426,502",,,,
Scared To Start,Scared To Start,Michael Marcagi,1/12/2024,USWB12400001,469,71.2,"284,119,669","23,417","101,687,677",84,"14,777,855","145,459",,"509,611","18,832,300"
Super Freaky Girl,Super Freaky Girl,Nicki Minaj,8/12/2022,USUM72215262,468,71.2,"549,382,975","88,241","44,497,733",64,"128,432,797","2,507,944","777,200","583,041,946","5,107,877,505"
Miracle (with Ellie Goulding),Miracle (with Ellie Goulding),Calvin Harris,3/10/2023,GBARL2300300,470,71.1,"425,999,315","91,229","100,955,340",74,"81,238,584","760,116","144,223","20,190,291","342,295,893"
Somebody That I Used To Know,Making Mirrors (Deluxe),Gotye,1/1/2011,AUZS21100040,471,71,"1,752,826,514","352,833","87,651,528",74,"2,729,174,469","22,532,779","312,945","551,329,120","4,679,645,090"
We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind,Charlie Puth,11/5/2015,USAT21502909,474,70.6,"1,859,886,400","161,156","90,365,431",78,"3,951,663,770","23,086,917","75,102","49,222,866","265,917,250"
Oh No,Cold As Ice,Kreepa,12/13/2019,USUYG1287925,473,70.6,"40,284,121","14,548","3,212,878",41,"17,978,707","466,425","18,821,381","4,959,548,763","61,088,562,861"
Pop Out (feat. Lil Tjay),Pop Out (feat. Lil TJay),Polo G,2/7/2019,USQX91900309,472,70.6,"858,059,276","181,654","27,803,039",70,"464,768,581","3,626,173","732,132","48,817,948","417,831,392"
7 Years,Lukas Graham (Blue Album),Lukas Graham,6/16/2015,USWB11506516,475,70.5,"1,916,203,330","218,955","70,223,741",78,"2,155,590,787","17,104,498","1,080,789","102,852,730","877,998,186"
Something in the Orange,Something in the Orange,Zach Bryan,4/22/2022,USWB12201213,478,70.4,"891,578,597","134,151","56,220,971",82,"121,756,122","612,540","428,919","61,522,352","536,850,823"
AMARGURA,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2/24/2023,USUM72222552,477,70.4,"629,102,459","31,206","51,913,972",81,"317,295,184","924,600","969,500","28,700,787","404,330,162"
"Happy - From ""Despicable Me 2""",538 Hitzone Best Of 2013,Pharrell Williams,1/1/2013,USQ4E1300686,476,70.4,"1,379,786,786","204,118","68,556,599",75,"1,307,002,701","8,641,116","3,028,049","187,452,999","2,112,220,730"
I Wanna Party,I Wanna Party - Single,,5/31/2024,QZYFZ2445017,482,70.3,,,,,,,,,
Bailando Bachata,Bailando Bachata - Single,Chayanne,5/25/2023,USSD12201328,479,70.2,"136,724,343","15,391","18,104,979",72,"252,644,706","1,115,099","1,500,000","24,961,548","525,208,493"
La Bebe (Remix) [Apple Music Live],Apple Music Live: Peso Pluma,Peso Pluma,12/6/2023,QMFMF2394976,480,70.2,,,,,,,"2,303,000","191,592,684","2,172,310,968"
Treat You Better,Treat You Better,Shawn Mendes,6/3/2016,USUM71604711,481,70.2,"2,164,074,552","183,260","79,238,401",80,"2,766,700,889","14,538,731","656,214","34,125,620","218,876,789"
Feliz Cumpleaï¿½ï¿½os Fe,Feliz Cumpleaï¿½ï¿½os Fe,Feid,8/19/2022,USUM72215366,483,70.1,"944,833,760","84,300","40,737,356",78,"442,672,273","1,382,190","712,759","110,146,879","1,137,735,925"
Let Her Go,Let Her Go,Passenger,7/27/2012,GBMQN1200012,484,70.1,"2,252,713,547","84,884","25,149,126",69,"3,967,431,755","18,261,574",822,"19,565,297","198,665,893"
Fall Back,Fall Back / Selfish Game - Single,Lithe,3/21/2024,AUMEV2435468,485,70.1,"78,227,549","10,811","34,967,691",81,"18,048,583","346,316","1,827","366,700","5,400,000"
Stressed Out,Stressed Out,Twenty One Pilots,4/28/2015,USAT21500597,482,70.1,"2,313,532,702","333,612","85,684,817",79,"3,241,796,669","22,573,742","440,911","82,148,305","664,725,202"
Astronaut In The Ocean,Astronaut In The Ocean (International Remixes),Masked Wolf,1/1/2019,USAT22100017,486,70,"1,251,675,613","233,472","41,467,312",67,"1,001,433,936","13,378,087","149,047","21,845,741","338,873,585"
All of Me,Love In The Future (South Africa Tour Edition),John Legend,1/1/2012,USSM11303954,487,69.8,"2,382,407,025","259,202","144,805,002",80,"3,064,193,777","17,820,289","536,497","59,268,693","643,209,321"
2055,2055,Sleepy Hallow,4/14/2021,USRC12100442,488,69.7,"811,700,245","195,603","31,185,690",77,"168,936,854","1,450,642","321,061","90,460,360","752,325,431"
Bandit,Bandit - Single,Don Toliver,2/1/2024,USAT22400561,490,69.6,"152,597,421","19,834","64,067,368",12,"6,556,571","181,948",,"5,037,290","98,100,600"
Redbone,Redbone,Childish Gambino,11/17/2016,USYAH1600107,489,69.6,"1,615,152,539","377,159","51,251,842",76,"887,924,965","7,755,679","111,904","56,162,755","430,258,743"
Yimmy Yimmy,Yimmy Yimmy (feat. Jacqueline Fernandez) - Single,Tayc,3/8/2024,USA2P2410436,491,69.5,"28,543,791","1,305","5,420,569",74,"148,165,738","1,392,549",,"2,333,587","37,252,006"
"This Is The Thanks I Get?! - From ""Wish""","This Is The Thanks I Get?! (From ""Wish"")",Chris Pine,10/25/2023,USWD12328244,492,69.4,"15,090,071","1,405","7,665,573",,"6,176,518","49,281","2,600,000","15,257,747","182,005,109"
We Don't Talk About Bruno,Encanto (Original Motion Picture Soundtrack),Carolina Gaitï¿½ï¿½n - La G,11/19/2021,USWD12112915,493,69.4,"502,781,351","57,858","20,151,204",68,"749,366,767","5,566,798","601,478","415,546,697","3,341,780,836"
You Proof,You Proof,Morgan Wallen,5/13/2022,USUG12203266,494,69.3,"644,437,397","64,367","18,795,673",79,"141,964,689","814,824","128,357","28,267,176","327,463,451"
Enemy (with JID) - from the series Arcane League of Legends,Mercury - Act 1,Imagine Dragons,9/3/2021,USUM72119916,495,69.2,"1,502,382,072","240,419","57,503,380",75,,,"913,200","449,105,708","4,053,240,923"
Break My Heart,Break My Heart,Dua Lipa,3/25/2020,GBAHT1901303,496,69.2,"1,198,689,895","130,486","49,149,923",71,"761,387,435","6,874,611","975,132","134,321,535","1,509,626,629"
Shut Down,BORN PINK,BLACKPINK,9/16/2022,KRA402200020,497,69,"654,818,451","39,852","17,682,503",67,"633,781,726","11,421,404","844,032","374,048,198","3,365,539,262"
Regalo De Dios,PRESENTE,Juliï¿½ï¿½n ï¿½ï¿½lvarez y su Norteï,11/17/2023,QZ7HP2300092,498,68.9,"205,050,873","6,236","32,107,085",81,"242,715,015","1,024,215",,"1,660","20,904"
Never Let Go,Never Let Go - Single,Jung Kook,6/7/2024,USA2P2431076,499,68.9,"26,891,849",722,"63,940,453",81,"5,611,228","686,901",,,
Toyour ï¿½ï¿½ï¿,Amrat ï¿½ï¿½ï¿½ï,Rasha Nahas,1/20/2023,QMEU32211578,500,68.9,"11,360",26,"3,294",6,"854,850,866","6,612",,,
Chill Vibes,Chill Vibes,Tollan Kim,3/31/2022,SGB502214297,501,68.8,"1,212,312",560,"367,540",32,"668,067","10,341","9,268,296","888,782,233","14,162,352,713"
MIA (feat. Drake),MIA (feat. Drake),Bad Bunny,10/11/2018,USWB11802236,503,68.7,"1,318,254,846","159,832","44,868,247",71,"1,572,511,545","8,633,372","535,956","20,456,871","244,589,825"
Toosie Slide,Toosie Slide,Drake,4/3/2020,USUG12001281,505,68.7,"1,059,262,917","200,623","36,388,485",64,"507,137,305","5,604,031","3,039,186","404,119,328","3,734,881,670"
MIENTRAS ME CURO DEL CORA,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2/24/2023,USUM72300862,506,68.7,"426,341,106","29,511","24,418,991",76,"304,538,874","2,238,586","1,577,292","68,382,766","871,654,140"
Down Bad,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,USUG12401031,504,68.7,"210,385,853","5,179","38,317,286",80,"18,713,330","225,439","46,800","9,697,319","65,541,536"
Ballin' (with Roddy Ricch),Perfect Ten,Mustard,6/28/2019,USUM71911808,502,68.7,"907,346,612","200,091","36,757,073",69,"372,311,322","3,400,085","145,147","27,666,027","245,290,801"
La llama que Baila,La llama que Baila,El Reino Infantil,6/10/2022,ARF062200275,508,68.5,"665,611",145,"25,771",22,"1,209,387,613","3,358,774",,,
Ain't No Love In Oklahoma (From Twisters: The Album),Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,5/16/2024,USAT22402805,507,68.5,"33,661,899","3,565","32,881,291",79,"3,729,783","62,696",,"201,600","1,441,200"
Vegas (From the Original Motion Picture Soundtrack ELVIS),Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,5/6/2022,USRC12201441,509,68.2,"553,783,547","83,450","40,562,156",68,"238,368,386","2,671,201","481,825","313,806,405","2,994,040,421"
El Merengue,El Merengue - Single,Marshmello,3/3/2023,USSD12300040,510,68.2,"528,420,867","59,791","80,570,021",75,"211,317,309","842,146","252,314","28,930,444","451,806,178"
Made For Me,Made For Me,Muni Long,9/15/2023,USUG12307428,513,68.1,"142,945,230","13,253","40,716,529",76,"66,893,881","833,116",887,"2,044,007","17,122,064"
Let's Go 4,Let's Go 4,Mc IG,9/11/2023,BXG6R2300792,511,68.1,"269,785,626","27,317","24,472,348",,"286,261,279","1,999,463",,,
TELEKINESIS,UTOPIA,Travis Scott,7/28/2023,USSM12305019,512,68.1,"313,693,195","92,838","14,575,457",75,"31,625,039","372,407","7,369","3,576,724","32,670,713"
Daqui pra Sempre,Daqui pra Sempre,Manu,9/22/2023,QZTPX2351515,514,68,"181,784,966","12,794","30,495,153",76,"340,975,288","1,553,160",,6,179
Martin & Gina,THE GOAT,Polo G,5/15/2020,USQX92002595,516,68,"885,756,212","212,406","24,064,966",76,"226,717,718","2,205,890","340,101","27,626,217","200,329,006"
"thank u, next","thank u, next",Ariana Grande,11/3/2018,USUM71819361,515,68,"1,878,196,824","134,913","54,753,824",73,"1,479,999,649","20,977,857","1,542,901","119,391,916","982,464,070"
One Dance,One Dance (feat. Wizkid & Kyla) - Single,Drake,4/4/2016,USCM51600028,518,67.9,"3,192,204,066","379,853","131,832,723",82,"456,806,913","5,068,762","2,381,341","51,227,212","388,544,079"
ily (i love you baby) (feat. Emilee),ily (feat. Emilee),Surf Mesa,11/26/2019,QZJRC1945204,517,67.9,"912,461,674","160,875","50,549,340",70,"200,055,211","2,666,083","7,407,429","285,084,510","3,076,620,938"
Hope,?,XXXTENTACION,3/16/2018,USUG11800447,519,67.8,"1,442,703,001","201,082","35,338,608",78,"460,915,912","7,439,249","699,601","36,684,132","325,870,631"
TRUSTFALL,TRUSTFALL,P!nk,1/27/2023,USRC12204190,520,67.6,"255,898,884","35,610","35,412,821",65,"95,799,266","746,279","63,475","9,770,601","112,935,118"
Intentions (feat. Quavo),Intentions,Justin Bieber,2/7/2020,USUM72001302,521,67.5,"1,177,960,398","124,387","38,596,274",69,"1,048,571,287","8,326,026","532,220","56,736,712","517,889,307"
PRC,PRC,Peso Pluma,1/24/2023,QM4TW2315684,522,67.4,"668,103,212","52,040","23,580,184",69,"417,352,534","2,399,654",,63,"1,213"
Lemonade,Lemonade,Internet Money,8/14/2020,QZJ842000368,523,67.3,"1,320,495,311","280,937","43,396,860",12,"446,997,037","4,911,417","1,028,504","178,619,501","1,355,578,291"
WITHOUT YOU,F*CK LOVE (SAVAGE),The Kid LAROI,11/6/2020,USSM12006586,524,67,"927,908,363","192,182","29,317,288",69,"201,781,716","2,768,029","1,806,340","276,254,807","2,189,403,368"
Sensational (feat. Davido & Lojay),Sensational (feat. Davido & Lojay) - Single,Chris Brown,10/20/2023,USRC12302777,527,66.9,"70,652,012","20,841","15,882,127",,"74,067,917","702,482",,"1,361,002","13,499,846"
LET GO,LET GO,Central Cee,12/15/2022,US39N2203950,526,66.9,"415,699,405","131,562","25,729,246",70,"120,716,253","1,505,981","71,800","43,271,885","459,919,455"
Blister In The Sun,Violent Femmes (Deluxe Edition),Violent Femmes,12/1/2023,USC4R2338087,525,66.9,"250,321,751",34,302,,,,,,
Savage (feat. Beyoncï¿½ï¿½) - R,Savage (feat. Beyoncï¿½ï¿½) [Re,Megan Thee Stallion,4/29/2020,QMCE32000145,528,66.8,"428,986,855","49,403","19,102,863",57,"179,237,329","1,934,526","11,268,723","807,114,884","7,823,796,917"
No Idea,No Idea,Don Toliver,5/29/2019,USAT21903300,529,66.8,"922,761,340","176,497","26,466,335",74,"469,284,408","5,223,780","5,114,497","684,428,445","5,254,571,599"
Love Yourself,Love Yourself,Justin Bieber,11/9/2015,USUM71516761,530,66.8,"2,423,583,406","221,550","85,152,861",78,"2,154,325,842","11,828,484","412,296","54,794,151","546,197,873"
Tï¿½ï¿½ ,Dolido Pero No Arrepentido - EP,Fuerza Regida,2/9/2024,QZ9QQ2400125,531,66.7,"188,154,454","6,068","47,264,152",82,"124,152,999","632,963",,"2,121,100","27,500,000"
Cari Mama Muda (Senorita Joven) - Original Mix,Cari Mama Muda (Senorita Joven),Carella,2/13/2021,ITH642025474,532,66.6,"149,072",53,"14,039",7,,,"13,600,432","29,203,710","339,961,056"
Need A Favor,NEED A FAVOR,Jelly Roll,12/9/2022,QMRSZ2203220,533,66.5,"166,866,092","26,335","16,587,886",73,"49,337,131","600,551","56,261","9,453,847","133,788,711"
Heeriye (feat. Arijit Singh),Heeriye (feat. Arijit Singh),Jasleen Royal,7/25/2023,INW262317690,534,66.4,"296,399,608","19,549","12,641,512",74,"387,713,750","3,452,796",,"2,047,685","38,736,854"
Work from Home (feat. Ty Dolla $ign),Pop Party,Fifth Harmony,1/1/2016,USSM11600251,535,66.4,"1,429,277,695","126,593","41,728,493",71,"2,888,870,306","12,986,504","1,577,534","83,366,309","1,155,210,017"
Anabella,Anabella,Khaid,7/14/2023,US23A1566792,536,66.3,"14,645,123","2,424","586,834",52,"28,065,515","194,782","3,325,481","18,297,800","222,489,625"
Cuando Te Amï¿,Cuando Te Amï¿½ï¿½ - Si,Cupula Roja,6/8/2024,UKXN22459926,537,66.3,,,,,"97,907",436,,,
Bam Bam (feat. Ed Sheeran),#NAME?,Camila Cabello,10/29/2021,USSM12200047,539,66.2,"907,821,800","106,835","71,070,491",68,"242,506,280","2,540,594","165,069","54,851,263","702,113,761"
The Motto,The Motto,Tiï¿½ï¿,11/4/2021,CYA112001070,540,66.2,"818,199,643","147,373","98,477,761",70,"300,558,745","1,923,570","121,422","28,637,203","591,641,859"
Single Soon,Single Soon,Selena Gomez,8/25/2023,USUM72310919,538,66.2,"205,555,865","18,831","38,391,532",70,"62,487,981","1,546,366","68,600","22,643,113","237,154,932"
Falling Down - Bonus Track,Falling Down,Lil Peep,9/19/2018,USQX91802294,541,66.1,"1,156,060,152","189,320","31,366,549",76,"402,381,959","5,703,867","71,568","19,623,543","153,710,600"
Close,Close - Single,Kush & TJ,9/14/2023,QZTAX2379776,543,65.9,,,,,,,,,
Sin Pijama,Sin Pijama,Becky G,4/20/2018,USSD11800157,542,65.9,"785,389,574","70,607","24,678,614",61,"2,377,255,570","10,176,631","4,050,216","68,127,919","989,856,037"
Wasted On You,Dangerous: The Double Album,Morgan Wallen,1/8/2021,USUG12004194,545,65.7,"717,226,454","73,851","11,500,647",79,"404,363,419","2,296,639","55,649","7,599,044","86,145,458"
BREAK MY SOUL,BREAK MY SOUL,Beyoncï¿,6/21/2022,USSM12206234,544,65.7,"443,564,590","80,121","43,604,917",64,"122,345,818","1,753,026","247,082","93,051,722","1,231,848,412"
Nimbu Kharbuja Bhail 2,Nimbu Kharbuja Bhail 2,Khesari Lal Yadav,12/11/2023,ING642308945,546,65.6,"9,396,018",139,"195,881",,"286,293,095","1,983,672",,,
Murder In My Mind,Murder In My Mind,Kordhell,1/21/2022,QM4TW2218315,547,65.6,"668,285,368","120,095","62,454,609",74,"135,561,359","1,695,128","1,103,489","258,958,538","2,877,613,437"
Unstoppable,Unstoppable,Sia,1/21/2016,USRC11502934,548,65.5,"1,285,237,951","166,761","75,244,498",76,"1,383,536,938","11,277,243","7,657,876","920,079,246","14,808,888,629"
traitor,SOUR,Olivia Rodrigo,5/21/2021,USUG12101243,550,65.5,"1,564,979,439","150,597","73,290,053",80,"500,794,182","7,451,635","453,412","392,179,677","2,639,611,818"
goosebumps,Birds In The Trap Sing McKnight,Travis Scott,9/16/2016,USSM11607555,549,65.5,"2,396,737,761","381,756","90,317,118",82,"1,334,796,210","12,947,143","1,025,273","181,634,476","1,545,294,272"
DIME QUE,DIME QUE,Ian G.,7/16/2021,QZS632157305,559,65.4,,,,,,,,,
Quï¿½ï¿½ Mï¿½ï¿,Quï¿½ï¿½ Mï¿½ï¿,J Balvin,5/28/2021,QZM5U2100064,552,65.3,"811,810,737","117,049","31,186,381",67,"874,107,993","4,127,669","914,703","200,383,930","1,748,578,220"
Hrs and Hrs,Public Displays of Affection,Muni Long,11/19/2021,QZAKB2136210,551,65.3,"241,632,869","58,384","11,312,967",67,"179,211,319","1,646,854","2,843,662","390,407,298","3,549,690,741"
Boy With Luv (feat. Halsey),MAP OF THE SOUL : PERSONA,BTS,4/12/2019,QM6MZ1917908,553,65,"1,165,842,896","62,333","28,686,399",70,"2,104,797,932","35,291,841","1,944,635","287,006,154","2,199,922,028"
Broccoli,Broccoli - Single,ati2x06,1/17/2024,ES64E2455101,626,64.9,"846,435,891",1,42,,,,,,
Angel Baby,Angel Baby,Troye Sivan,9/9/2021,AUUM72100371,554,64.9,"533,416,336","51,383","15,263,459",68,"293,168,763","2,744,278","6,384,142","410,346,965","4,418,855,338"
Way 2 Sexy (with Future & Young Thug),Certified Lover Boy,Drake,9/3/2021,USUG12104403,555,64.7,"559,759,920","159,492","30,567,448",67,"190,901,062","2,026,532","763,500","263,361,535","2,410,691,959"
Bhauji Lenge Lenge,Bhauji Lenge Lenge,Khesari Lal Yadav,4/5/2024,ING642402634,556,64.6,"1,319,711",27,"200,816",,"105,682,742","819,009",,,
SORRY 4 THAT MUCH,SORRY 4 THAT MUCH,Feid,6/7/2024,USUM72406641,557,64.5,"8,757,910","1,184","87,529,320",71,"3,466,744","141,011","9,478","3,201,272","25,443,365"
I WANNA BE YOUR SLAVE,Teatro d'ira - Vol. I,Mï¿½ï¿½ne,3/19/2021,ITB002100115,558,64.4,"1,053,626,902","240,281","35,343,056",77,"286,243,073","5,394,802","415,619","226,005,917","1,755,214,047"
PUFFIN ON ZOOTIEZ,I NEVER LIKED YOU,Future,4/29/2022,USSM12203787,560,64.3,"395,167,576","135,307","21,175,776",71,"117,364,602","803,990","31,391","6,266,752","66,661,123"
3D (feat. Jack Harlow),3D (feat. Jack Harlow),Jung Kook,9/29/2023,USA2P2346470,559,64.3,"573,249,007","27,154","33,077,841",74,"166,687,005","4,539,515","30,142","9,786,252","66,859,275"
XO Tour Llif3,XO TOUR Llif3,Lil Uzi Vert,3/24/2017,USAT21700684,562,64.2,"2,123,458,039","59,071","11,326,598",24,"243,662,429","2,597,999","12,978","2,359,976","17,150,790"
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Lift Me Up (From Black Panther: Wakanda Forever - Music From and Inspired By),Rihanna,10/28/2022,QMJMT2204481,563,64.2,"378,282,960","66,018","36,625,617",65,"44,883,383","477,531","676,437","120,792,885","1,367,774,822"
Desire (with Sam Smith),Desire (with Sam Smith),Calvin Harris,7/28/2023,GBARL2300798,561,64.2,"226,519,256","43,558","87,204,848",75,"51,312,470","504,978","1,946","80,070","2,439,093"
Cute,Cute,Aurel Surya Lie,8/29/2022,SGB502236207,564,64.1,"142,732",90,"4,986",21,"195,295","5,143","6,975,800","319,088,576","5,316,677,737"
Cold Heart - PNAU Remix,Diamonds (Deluxe),Elton John,11/10/2017,GBUM72104705,565,64,"2,011,121,774","314,601","173,805,568",77,"545,470,329","2,971,579","472,726","57,732,873","943,751,388"
Con Altura,Con Altura,ROSALï¿½,3/28/2019,USSM11900950,566,63.9,"770,653,954","81,459","36,880,651",66,"2,296,478,541","10,488,884","216,000","24,907,115","353,024,939"
